,Unnamed: 0,Type of Dwelling,General Zoning Classification,Linear feet of street connected to the property,Lot size in square feet,Type Of Road Access To Property,Type Of Alley Access To Property,General Shape of Property,Flatness Of The Property,Type Of Utilities Available,plot configuration,Slope of property,Physical locations within Ames city limits,Proximity to various conditions,Proximity to various conditions (if more than one is present),Rates the overall material and finish of the house,Rates the overall condition of the house,Original construction date,Remodel date (same as construction date if no remodeling or additions),Type of roof,Roof material,Exterior covering on the house,Masonry veneer type,Masonry veneer area in square feet,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,: Type 2 finished square feet ,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
820,820,2-STORY 1946 & NEWER,Residential Low-Density,72,7226,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,College Creek,Normal,Normal,7,5,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,GasA,Ex,Y,SBrkr,798,842,1640,0,0,2,1,3,1,Gd,6,Typ,0,No,Attchd,2003.0,RFn,2,595,TA,TA,Y,0,45,0,0,0,0,No,No,No,0,Jun,2008,WD,Normal,183000
821,821,1-STORY 1946 & NEWER ALL STYLES,Residential Medium Density,60,6000,Paved,Paved,Regular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Old Town,Normal,Normal,4,4,1953,1953,Gable,Standard (Composite) Shingle,Metal Siding,None,0,Fa,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,936,936,GasA,TA,N,SBrkr,936,0,936,0,0,1,0,2,1,TA,4,Min2,0,No,Detchd,1974.0,Unf,2,576,TA,TA,Y,0,32,112,0,0,0,No,No,No,0,Feb,2009,WD,Normal,93000
822,822,2-STORY 1946 & NEWER,Residential Low-Density,0,12394,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Gilbert,Normal,Normal,7,5,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,847,886,1733,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2003.0,Fin,2,433,TA,TA,Y,100,48,0,0,0,0,No,No,No,0,Oct,2007,WD,Family,225000
823,823,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,60,9900,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,South & West of Iowa State University,Normal,Normal,6,7,1940,1950,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,778,778,GasA,TA,Y,SBrkr,944,545,1489,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1940.0,Unf,1,240,TA,TA,Y,335,0,0,0,0,0,No,GdWo,No,0,Jul,2009,WD,Normal,139500
824,824,1-STORY 1946 & NEWER ALL STYLES,Floating Village Residential,81,11216,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,8,5,2006,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1489,1489,GasA,Ex,Y,SBrkr,1489,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2,776,TA,TA,Y,0,140,0,0,0,0,No,No,No,0,Jun,2006,New,Partial,232600
825,825,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,114,14803,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,"Near positive off-site feature--park, greenbelt, etc.","Near positive off-site feature--park, greenbelt, etc.",10,5,2007,2008,Hip,Standard (Composite) Shingle,Cement Board,Brick Face,816,Ex,TA,PConc,Ex,TA,Av,GLQ,1636,Unf,0,442,2078,GasA,Ex,Y,SBrkr,2084,0,2084,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2007.0,Fin,3,1220,TA,TA,Y,188,45,0,0,0,0,No,No,No,0,Jun,2008,New,Partial,385000
826,826,1-1/2 STORY - UNFINISHED ALL AGES,Residential Medium Density,50,6130,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,Normal,Normal,5,6,1924,1950,Gable,Standard (Composite) Shingle,Metal Siding,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,784,Unf,0,0,784,GasA,Gd,Y,SBrkr,784,0,784,1,0,1,0,2,1,Gd,5,Typ,0,No,No,,No,0,0,No,No,Y,0,0,116,0,0,0,No,No,No,0,May,2008,WD,Normal,109500
827,827,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,65,8529,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer West,Normal,Normal,7,5,2001,2001,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,20,Unf,0,1434,1454,GasA,Ex,Y,SBrkr,1434,0,1434,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2,527,TA,TA,Y,290,39,0,0,0,0,No,No,No,0,Apr,2009,WD,Normal,189000
828,828,2-STORY 1946 & NEWER,Residential Low-Density,0,28698,Paved,No Alley Access,Moderately Irregular,Depression,"All public Utilities (E,G,W,& S)",Cul-de-sac,Severe Slope,Clear Creek,Normal,Normal,5,5,1967,1967,Flat,Gravel & Tar,Plywood,None,0,TA,TA,PConc,TA,Gd,Gd,LwQ,249,ALQ,764,0,1013,GasA,TA,Y,SBrkr,1160,966,2126,0,1,2,1,3,1,TA,7,Min2,0,No,Attchd,1967.0,Fin,2,538,TA,TA,Y,486,0,0,0,225,0,No,No,No,0,Jun,2009,WD,Abnorml,185000
829,829,2-STORY PUD - 1946 & NEWER) - 1946 & NEWER,Floating Village Residential,24,2544,Paved,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,7,5,2005,2005,Gable,Standard (Composite) Shingle,Metal Siding,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,520,623,1223,0,0,2,1,2,1,Gd,4,Typ,0,No,Detchd,2005.0,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,No,No,No,0,Jul,2006,WD,Normal,147400
830,830,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,80,11900,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,NAmes,Normal,Normal,6,5,1957,1957,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,387,TA,TA,CBlock,TA,TA,No,Rec,1040,Unf,0,352,1392,GasA,TA,Y,FuseA,1392,0,1392,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,2,458,TA,TA,Y,0,0,0,0,192,0,No,No,No,0,Jun,2008,WD,Normal,166000
831,831,2-STORY PUD - 1946 & NEWER) - 1946 & NEWER,Floating Village Residential,30,3180,Paved,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,7,5,2005,2005,Gable,Standard (Composite) Shingle,Metal Siding,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,600,600,GasA,Ex,Y,SBrkr,520,600,1200,0,0,2,1,2,1,Gd,4,Typ,0,No,Detchd,2005.0,RFn,2,480,TA,TA,Y,0,166,0,0,0,0,No,No,No,0,Jun,2006,WD,Normal,151000
832,832,2-STORY 1946 & NEWER,Residential Low-Density,44,9548,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,College Creek,Normal,Normal,7,6,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,223,Gd,TA,PConc,Gd,TA,No,GLQ,483,Unf,0,458,941,GasA,Ex,Y,SBrkr,941,888,1829,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2003.0,RFn,2,613,TA,TA,Y,192,39,0,0,0,0,No,No,No,0,Jan,2010,WD,Normal,237000
833,833,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,100,10004,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,6,6,1964,1964,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,180,TA,TA,CBlock,TA,TA,No,Rec,196,BLQ,345,975,1516,GasA,TA,Y,SBrkr,1516,0,1516,0,0,1,1,3,1,TA,6,Typ,0,No,Attchd,1964.0,RFn,2,472,TA,TA,Y,0,0,0,0,152,0,No,No,No,0,Feb,2009,WD,Normal,167000
834,834,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,75,7875,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,5,6,1961,1961,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,136,TA,TA,CBlock,TA,TA,No,Rec,572,Unf,0,572,1144,GasA,Gd,Y,SBrkr,1144,0,1144,1,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1961.0,Unf,2,456,TA,TA,Y,0,0,0,0,0,0,No,GdWo,No,0,Sep,2008,WD,Normal,139950
835,835,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,60,9600,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Normal,Normal,4,7,1950,1995,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,TA,TA,CBlock,Gd,TA,No,BLQ,442,Unf,0,625,1067,GasA,TA,Y,SBrkr,1067,0,1067,0,0,2,0,2,1,Gd,4,Min2,0,No,Attchd,1996.0,Unf,2,436,TA,TA,Y,290,0,0,0,0,0,No,No,No,0,Feb,2010,WD,Normal,128000
836,836,1-STORY 1945 & OLDER,Residential Medium Density,90,8100,Paved,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,5,6,1948,1973,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,TA,TA,BrkTil,TA,TA,No,Rec,338,Unf,0,1221,1559,GasA,Gd,Y,SBrkr,1559,0,1559,1,0,1,0,2,1,TA,5,Min2,0,No,Detchd,1948.0,Unf,2,812,TA,TA,Y,0,116,230,0,0,0,No,GdWo,No,0,Jun,2007,COD,Normal,153500
837,837,2-STORY PUD - 1946 & NEWER) - 1946 & NEWER,Residential Medium Density,21,1680,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Briardale,Normal,Normal,6,5,1973,1973,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,158,TA,TA,CBlock,TA,TA,No,BLQ,330,Unf,0,153,483,GasA,TA,Y,SBrkr,483,504,987,1,0,1,1,2,1,TA,5,Typ,0,No,Detchd,1973.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,Nov,2008,WD,Normal,100000
838,838,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,75,9525,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,5,6,1995,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1099,1099,GasA,Ex,Y,SBrkr,1099,0,1099,0,0,1,1,3,1,Gd,6,Typ,0,No,Attchd,1999.0,Unf,1,352,TA,TA,Y,278,0,0,0,0,0,No,No,No,0,Jun,2008,WD,Normal,144000
839,839,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,70,11767,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,5,6,1946,1995,Gable,Standard (Composite) Shingle,Metal Siding,None,0,TA,TA,CBlock,TA,TA,No,BLQ,352,Unf,0,416,768,GasA,Ex,Y,SBrkr,768,432,1200,0,0,1,0,3,1,TA,6,Typ,0,No,Detchd,1946.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,May,2008,WD,Normal,130500
840,840,2-STORY 1945 & OLDER,Residential High-Density,0,12155,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,South & West of Iowa State University,Normal,Normal,6,8,1925,1950,Gable,Standard (Composite) Shingle,Wood Siding,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,156,Unf,0,516,672,GasA,TA,N,SBrkr,810,672,1482,0,0,2,0,4,1,Fa,7,Typ,0,No,Detchd,1934.0,Unf,1,400,TA,TA,P,0,0,254,0,0,0,No,No,No,0,Mar,2008,WD,Normal,140000
841,841,2-STORY 1945 & OLDER,Residential Medium Density,60,10440,Paved,Gravel,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,5,8,1904,2002,Gable,Standard (Composite) Shingle,Metal Siding,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,650,650,GasA,Gd,Y,SBrkr,958,581,1539,0,0,2,0,3,1,Gd,8,Typ,1,Po,Detchd,1983.0,Unf,2,686,Gd,TA,P,70,78,68,0,0,0,No,No,No,0,Jun,2008,WD,Normal,157500
842,842,SPLIT OR MULTI-LEVEL,Residential Low-Density,82,9020,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,6,7,1966,1966,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,183,TA,TA,CBlock,TA,TA,Gd,Rec,312,ALQ,539,276,1127,GasA,TA,Y,SBrkr,1165,0,1165,1,0,1,1,3,1,TA,6,Typ,0,No,Attchd,1966.0,RFn,2,490,Gd,Gd,Y,0,129,0,0,0,0,No,GdPrv,No,0,May,2008,WD,Normal,174900
843,843,DUPLEX - ALL STYLES AND AGES,Residential Low-Density,80,8000,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,NAmes,Artery&Norm,Normal,5,4,1961,1961,Gable,Standard (Composite) Shingle,Brick Face,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1800,1800,GasA,Ex,N,SBrkr,1800,0,1800,0,0,2,0,6,2,TA,10,Typ,0,No,No,,No,0,0,No,No,Y,0,0,0,0,0,0,No,No,No,0,Jul,2007,WD,Normal,141000
844,844,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,100,12665,Paved,Gravel,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Artery&Norm,Normal,5,8,1915,1950,Gable,Standard (Composite) Shingle,Wood Siding,None,0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,876,876,GasA,Gd,Y,SBrkr,876,540,1416,0,0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,3,720,TA,TA,Y,418,0,194,0,0,0,No,No,No,0,Jun,2008,WD,Normal,153900
845,845,SPLIT FOYER,Residential Low-Density,0,16647,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Sawyer,RRAe&Norm,Normal,5,5,1975,1981,Gable,Standard (Composite) Shingle,Hard Board,None,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390,Unf,0,0,1390,GasA,TA,Y,SBrkr,1701,0,1701,1,0,2,0,3,1,TA,6,Min2,2,TA,Basment,1975.0,Fin,2,611,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,Jan,2007,WD,Normal,171000
846,846,2-STORY 1946 & NEWER,Residential Low-Density,75,9317,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer West,Normal,Normal,7,5,1993,1993,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,137,Gd,TA,PConc,Gd,TA,No,ALQ,513,Unf,0,227,740,GasA,Ex,Y,SBrkr,1006,769,1775,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1993.0,Unf,2,425,TA,TA,Y,234,72,192,0,0,0,No,No,No,0,Jul,2009,WD,Normal,213000
847,847,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,36,15523,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,College Creek,Normal,Normal,5,6,1972,1972,Gable,Standard (Composite) Shingle,Hard Board,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,460,Unf,0,404,864,GasA,Ex,Y,SBrkr,864,0,864,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1972.0,Unf,1,338,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,Aug,2009,WD,Normal,133500
848,848,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,75,45600,Paved,No Alley Access,Moderately Irregular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Clear Creek,Normal,Normal,6,8,1908,1997,Gable,Standard (Composite) Shingle,Wood Siding,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,907,907,GasA,TA,Y,SBrkr,1307,1051,2358,0,0,3,0,5,1,TA,10,Typ,1,Gd,Detchd,1908.0,Unf,2,360,Fa,TA,Y,486,40,0,0,175,0,No,No,No,0,Sep,2008,WD,Normal,240000
849,849,SPLIT OR MULTI-LEVEL,Residential Low-Density,80,9600,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of the property,Gentle slope,Veenker,Feedr&Norm,Normal,6,7,1976,1994,Hip,Standard (Composite) Shingle,Plywood,Brick Face,360,Gd,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,528,528,GasA,Ex,Y,SBrkr,1094,761,1855,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1976.0,RFn,2,512,TA,TA,Y,113,100,0,0,0,0,No,No,No,0,Aug,2007,WD,Normal,187000
850,850,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Medium Density,36,4435,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,6,5,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,170,Gd,TA,PConc,Gd,TA,Av,GLQ,659,Unf,0,189,848,GasA,Ex,Y,SBrkr,848,0,848,1,0,1,0,1,1,Gd,3,Typ,0,No,Attchd,2003.0,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,No,No,No,0,Nov,2007,WD,Normal,131500
851,851,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low-Density,0,3196,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Bloomington Heights,Normal,Normal,8,5,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,40,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1273,1273,GasA,Ex,Y,SBrkr,1456,0,1456,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,2,400,TA,TA,Y,143,20,0,0,0,0,No,No,No,0,May,2006,WD,Normal,215000
852,852,2-1/2 STORY ALL AGES,Residential Low-Density,53,7128,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Crawford,Normal,Normal,7,5,1941,1950,Gable,Standard (Composite) Shingle,Metal Siding,None,0,TA,Gd,CBlock,TA,TA,No,Rec,364,Unf,0,554,918,GasA,Gd,Y,SBrkr,918,728,1646,0,0,2,0,4,1,TA,7,Typ,2,Gd,Detchd,1941.0,Unf,1,240,TA,TA,Y,0,0,0,0,126,0,No,MnPrv,No,0,Aug,2007,WD,Normal,164000
853,853,SPLIT OR MULTI-LEVEL,Residential Low-Density,0,12095,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,NAmes,Normal,Normal,6,6,1964,1964,Gable,Standard (Composite) Shingle,Metal Siding,Brick Face,115,TA,Gd,CBlock,TA,TA,Gd,Rec,564,Unf,0,563,1127,GasA,TA,Y,SBrkr,1445,0,1445,0,0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,1964.0,RFn,2,645,TA,TA,Y,180,0,0,0,0,0,No,MnPrv,No,0,Aug,2009,WD,Normal,158000
854,854,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,102,17920,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Normal,Normal,5,4,1955,1974,Hip,Standard (Composite) Shingle,Wood Siding,None,0,TA,TA,CBlock,TA,TA,Mn,ALQ,306,Rec,1085,372,1763,GasA,TA,Y,SBrkr,1779,0,1779,1,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1955.0,Unf,2,454,TA,TA,Y,0,418,0,0,312,0,No,No,No,0,Jul,2006,WD,Abnorml,170000
855,855,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0,6897,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Sawyer,Normal,Normal,5,8,1962,2010,Gable,Standard (Composite) Shingle,Hard Board,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,659,Unf,0,381,1040,GasA,Ex,Y,SBrkr,1040,0,1040,1,0,1,1,3,1,TA,6,Typ,0,No,Detchd,1962.0,Unf,1,260,TA,TA,Y,0,104,0,0,0,0,No,No,No,0,Apr,2010,WD,Normal,127000
856,856,SPLIT OR MULTI-LEVEL,Residential Low-Density,0,10970,Paved,No Alley Access,Slightly irregular,Depression,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,College Creek,Normal,Normal,6,6,1978,1978,Gable,Standard (Composite) Shingle,Plywood,None,0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505,LwQ,435,0,940,GasA,TA,Y,SBrkr,1026,0,1026,1,0,1,0,3,1,TA,5,Typ,0,No,Detchd,1981.0,Unf,2,576,TA,Fa,Y,0,0,34,0,0,0,No,MnPrv,No,0,Oct,2008,WD,Normal,147000
857,857,2-STORY 1946 & NEWER,Residential Low-Density,65,8125,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Gilbert,Normal,Normal,6,5,1994,1995,Gable,Standard (Composite) Shingle,Hard Board,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,702,702,GasA,Gd,Y,SBrkr,702,779,1481,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1994.0,Fin,2,343,TA,TA,Y,0,36,0,0,0,0,No,No,No,0,Mar,2009,WD,Normal,174000
858,858,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,80,10400,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northwest Ames,Normal,Normal,7,5,1976,1976,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,189,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1090,1090,GasA,TA,Y,SBrkr,1370,0,1370,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1976.0,RFn,2,479,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,No,0,Jun,2009,WD,Family,152000
859,859,2-STORY 1946 & NEWER,Residential Low-Density,0,11029,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Northwest Ames,PosA&Norm,Normal,6,7,1968,1984,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,220,TA,TA,CBlock,TA,TA,Mn,BLQ,619,Unf,0,435,1054,GasA,TA,Y,SBrkr,1512,1142,2654,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1968.0,Unf,2,619,TA,TA,Y,0,65,0,0,222,0,No,No,No,0,Aug,2006,WD,Normal,250000
860,860,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,55,7642,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Crawford,Normal,Normal,7,8,1918,1998,Gable,Standard (Composite) Shingle,Wood Siding,None,0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,912,912,GasA,Gd,Y,SBrkr,912,514,1426,0,0,1,1,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1,216,TA,TA,Y,0,240,0,0,0,0,No,GdPrv,No,0,Jun,2007,WD,Normal,189950
861,861,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Low-Density,75,11625,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Normal,Normal,5,4,1965,1965,Hip,Standard (Composite) Shingle,Plywood,None,0,TA,TA,PConc,TA,TA,Mn,BLQ,841,Unf,0,198,1039,GasA,Ex,Y,SBrkr,1039,0,1039,1,0,1,1,3,1,TA,6,Typ,0,No,Attchd,1965.0,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,Apr,2010,WD,Normal,131500
862,862,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,81,9672,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Sawyer West,Normal,Normal,6,5,1984,1985,Hip,Standard (Composite) Shingle,Hard Board,None,0,TA,TA,PConc,Gd,TA,No,GLQ,338,Unf,0,702,1040,GasA,TA,Y,SBrkr,1097,0,1097,0,0,2,0,3,1,TA,6,Typ,0,No,Attchd,1986.0,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,No,GdPrv,No,0,May,2010,WD,Normal,152000
863,863,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,70,7931,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,5,5,1959,1959,Hip,Standard (Composite) Shingle,Brick Face,None,0,TA,TA,CBlock,TA,TA,No,BLQ,1148,Unf,0,0,1148,GasA,TA,Y,SBrkr,1148,0,1148,1,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1959.0,Unf,1,672,TA,TA,Y,0,0,0,0,0,0,No,GdPrv,No,0,Jul,2009,WD,Normal,132500
